title,tagline,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
The Elephant Man,I am not an animal! I am a human being! I... am... a man!,1980-10-02,124.0,5000000,26010864,30.271065999999998,7.9,719
House Party 2,,1991-10-23,94.0,0,0,3.6735660000000006,4.7,21
The Man from Snowy River,The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.,1982-03-02,104.0,3500000,20659423,3.6564910000000004,6.8,37
Doug's 1st Movie,You'll Dig Doug!,1999-03-26,77.0,0,0,1.88484,5.4,22
The Apostle,The hardest soul to save was his own.,1997-10-09,134.0,5000000,0,4.227807,6.1,38
Mommie Dearest,The meanest mother of them all,1981-09-18,129.0,0,0,3.102862,6.5,54
The Egyptian,"To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!",1954-08-25,139.0,5000000,15000000,4.079111,6.0,11
Nighthawks,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,1981-03-17,99.0,5000000,19905359,7.0588679999999995,6.4,86
Friday the 13th Part VIII: Jason Takes Manhattan,The Big Apple's in BIG trouble!,1989-07-28,100.0,5000000,14000000,12.904615,4.8,191
Spring Breakers,A little sun can bring out your dark side.,2013-01-24,94.0,5000000,31724284,62.554173,5.0,1551
Shaun of the Dead,A romantic comedy. With zombies.,2004-04-09,99.0,4000000,30039392,49.12486,7.5,2420
Apollo 18,There's a reason we've never gone back to the moon.,2011-07-20,86.0,5000000,25562924,17.028252,5.0,356
No Escape,No rescue. No refuge.,2015-08-26,103.0,5000000,54418872,38.006982,6.7,777
The Beastmaster,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",1982-08-20,118.0,0,14056528,6.377523,6.0,97
Solomon and Sheba,Only once in 3000 years...anything like...,1959-12-25,139.0,5000000,12200000,0.835617,5.4,8
Fifty Shades of Black,Way shadier than gray.,2016-01-28,92.0,20000000,21164799,14.947588,4.3,331
Not Easily Broken,,2009-01-09,99.0,0,0,5.1299,6.3,9
The Perfect Match,t's what everyone's looking for,2016-03-11,96.0,0,0,3.8108269999999997,5.2,42
Saved!,,2004-01-21,92.0,0,0,9.851230000000001,6.3,147
UHF,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",1989-07-21,97.0,5000000,0,4.070044,6.7,89
Grandma's Boy,A movie that proves you're never too old to come of age.,2006-01-06,94.0,0,6538177,9.974681,6.6,220
Slums of Beverly Hills,Growing Up is Hard to Do,1998-08-14,91.0,5000000,0,6.308298000000001,6.5,44
Once Upon a Time in the West,There were three men in her life. One to take her... one to love her... and one to kill her.,1968-12-21,175.0,5000000,5321508,49.333137,8.1,1128
Made,Welcome to disorganized crime.,2001-07-13,94.0,5000000,5476060,4.149628,6.3,55
Keeping Up with the Steins,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,2006-05-12,90.0,0,0,3.562563,5.2,18
Sea Rex 3D: Journey to a Prehistoric World,The T-Rex of the Seas come alive.,2010-05-14,41.0,5000000,4074023,4.498368,5.9,11
The Sweet Hereafter,There is no such thing as the simple truth.,1997-05-14,112.0,5000000,3263585,7.6731240000000005,6.8,103
Of Gods and Men,"In the face of terror, their greatest weapon was faith...",2010-05-18,120.0,4000000,41424067,4.992475,6.5,91
90 Minutes in Heaven,Hope lives,2015-09-11,121.0,5000000,4842699,3.9437059999999997,5.4,40
Everything Must Go,Lost is a good place to find yourself,2010-10-15,97.0,5000000,2614773,9.169411,6.0,208
Zero Effect,The world's most private detective.,1998-01-30,116.0,5000000,1980338,2.732031,6.0,55
Light Sleeper,He was a good man in a deadly business. She was his only way out.,1992-08-21,103.0,5000000,0,6.063868,5.7,15
Kill the Messenger,Can you keep a national secret?,2014-10-09,112.0,5000000,2450846,21.343093,6.6,355
Rabbit Hole,The only way out is through.,2010-12-16,91.0,5000000,5129058,10.095184,6.9,165
Party Monster,'Til death do they party...,2003-09-05,98.0,5000000,742898,4.129165,5.9,58
Green Room,One way in. No way out.,2016-04-15,95.0,5000000,3220371,30.001023999999997,6.7,683
The Oh in Ohio,One woman's story is about to climax.,2006-03-30,88.0,5000000,0,6.759235,5.8,27
Bottle Rocket,"They're not really criminals, but everyone's got to have a dream.",1996-02-21,91.0,7000000,560069,11.700578,6.8,281
Out of the Blue,A harrowing drama from the director of Easy Rider,1980-05-01,94.0,0,0,0.679351,6.5,17
"Lovely, Still","Something mysterious, new, unexpected and lovely is happening to Robert Malone.",2008-01-01,92.0,0,0,1.286991,6.2,13
Redacted,,2007-01-01,90.0,5000000,782102,3.792015,6.2,37
Sleep Tight,Someone is watching over you,2011-10-14,107.0,5000000,0,9.136965,7.0,202
The Cottage,Sleeps Six Bloody Comfortably,2008-02-07,92.0,0,0,8.39685,6.3,80
Rudderless,The way back begins with a single chord.,2014-10-17,105.0,5000000,0,10.619574,7.4,105
Henry & Me,,2014-08-18,67.0,5000000,0,0.999655,3.0,3
Christmas Eve,They'll be home for Christmas...if only in their dreams.,2015-12-04,95.0,0,0,1.985243,6.1,24
Should've Been Romeo,Even Shakespeare didn't see this one coming.,2012-04-28,0.0,0,0,0.40703,0.0,0
Running Forever,,2015-10-27,88.0,0,0,0.028756,0.0,0
I Served the King of England,,2006-12-19,120.0,0,0,2.387463,7.0,22
Soul Kitchen,,2009-09-09,99.0,5000000,17872796,5.461487,7.1,116
Sling Blade,A simple man. A difficult choice.,1996-08-30,135.0,1000000,24475416,14.805264000000001,7.4,231
The Awakening,Sometimes dead does not mean gone.,2011-08-17,107.0,4798235,209696,25.30216,6.3,458
Hostel,Welcome To Your Worst Nightmare,2005-01-06,94.0,4800000,80578934,38.831920000000004,5.7,887
A Cock and Bull Story,Because everyone loves an accurate period piece.,2005-07-17,94.0,0,0,3.5007410000000005,6.2,43
Lady in White,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",1988-04-22,112.0,0,0,1.435742,6.3,25
Driving Lessons,,2006-04-30,98.0,0,0,7.6678880000000005,6.3,47
Only God Forgives,Time to Meet The Devil,2013-05-30,90.0,4800000,10337387,35.754865,5.6,862
Camping Sauvage,,2005-10-13,80.0,0,0,0.20323,4.8,4
Dear Frankie,,2004-05-18,105.0,0,0,3.1131900000000003,7.0,46
All Hat,,2007-09-11,89.0,0,0,0.137535,1.0,1
Treading Water,Mica is a perfectly normal boy. Well he would be if he didn't smell of fish.,2013-09-13,92.0,4700000,0,0.217538,5.6,6
Savage Grace,Truth is more shocking than fiction.,2007-05-18,97.0,4600000,0,3.5318769999999997,5.7,60
The Blue Lagoon,A sensuous story of natural love.,1980-07-05,104.0,4500000,58853106,22.585384,5.8,408
Four Weddings and a Funeral,Five good reasons to stay single.,1994-03-09,117.0,6000000,254700832,29.834065000000002,6.6,632
Fast Times at Ridgemont High,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?",1982-08-13,90.0,4500000,27092880,20.403344,7.0,322
Moby Dick,"From the immortal adventure classic...of whaling men, their ships, and the sea!",1956-06-27,116.0,4500000,10400000,5.224593,6.9,89
Requiem for a Dream,,2000-10-27,102.0,4500000,7390108,11.573034,7.9,2443
Tango,Tango: do not ever leave me,1998-02-12,115.0,0,0,0.425551,6.8,6
Moms' Night Out,What could go wrong?,2014-03-25,98.0,5000000,10429707,10.274542,5.5,121
Donnie Darko,You can never go too far,2001-01-18,113.0,6000000,1270522,61.210016,7.7,3452
Life During Wartime,,2009-10-10,97.0,4500000,744816,3.1088810000000002,6.3,30
Sympathy for Lady Vengeance,All she wanted was a peaceful life... they didn't give it.,2005-07-29,115.0,0,23803308,17.074842999999998,7.4,356
Mean Machine,"It's Not Just About Football, It's About Pride Inside!",2001-12-26,99.0,0,0,8.816995,6.0,157
Exiled,,2006-09-06,110.0,4500000,0,8.48639,7.0,46
Blackthorn,No destiny,2011-08-31,98.0,0,623528,5.223096,6.6,73
Lilya 4-ever,,2002-08-23,109.0,0,0,7.759214999999999,7.7,139
After.Life,Life is the symptom. Death is the cure.,2010-04-09,104.0,4500000,3606395,14.570359,5.4,251
Fugly,,2014-06-13,134.0,0,0,0.371337,5.3,2
Silent Movie,,1976-06-17,86.0,0,0,7.3159350000000005,6.7,78
Anne of Green Gables,,1985-12-01,199.0,0,0,8.772574,8.2,68
Falcon Rising,,2014-09-05,103.0,0,0,6.988357000000001,5.5,71
The Sweeney,Act like a criminal to catch a criminal.,2012-09-11,112.0,3730500,6294161,6.938853999999999,5.7,109
Whale Rider,,2003-01-30,101.0,8000000,41400000,12.439494999999999,7.1,111
The Crying Game,Play At Your Own Risk.,1992-09-02,112.0,3705538,62548947,8.839651,6.9,176
Annie Hall,A nervous romance.,1977-04-19,93.0,4000000,38251425,35.892034,7.8,1010
The Greatest Show on Earth,,1952-01-10,152.0,4000000,36000000,8.988455,6.6,50
Monster's Ball,A lifetime of change can happen in a single moment.,2001-11-11,111.0,4000000,44909486,14.042041000000001,6.5,250
Hansel and Gretel Get Baked,,2013-02-19,86.0,4500000,0,2.503612,4.8,67
Trapeze,"High...High...High...Above Them All! - in excitement! - in spectacle! - in fire, flesh and fury!",1956-05-30,105.0,4000000,14400000,1.3793540000000002,6.4,22
The Kids Are All Right,"Nic and Jules had the perfect family, until they met the man who made it all possible.",2010-07-09,106.0,3500000,34705850,15.338211,6.5,506
They Live,Who are they? And what do they want?,1988-11-23,94.0,4000000,13008928,29.852608,7.1,550
What the #$*! Do We (K)now!?,Time to get wise.,2004-04-23,109.0,0,10000000,7.288352000000001,5.8,34
The Last Exorcism Part II,The second coming,2013-02-28,88.0,5000000,15179302,10.605752,4.4,203
Scoop,The perfect man. The perfect story. The perfect murder.,2006-07-27,96.0,4000000,31584901,17.229537,6.4,420
The Wash,"When you're down 'n dirty, it all comes out in...",2001-11-16,93.0,7000000,10229331,2.453459,5.3,26
3 Strikes,"the few, the proud, the paroled.",2000-03-01,82.0,6000000,9000000,1.433692,5.9,15
The Cooler,When your life depends on losing... the last thing you need is lady luck.,2003-01-17,101.0,32000000,0,9.976428,6.7,89
The Orphanage,A tale of love.  A story of horror.,2007-08-27,105.0,0,44000000,29.071955,7.1,633
A Haunted House 2,It'll scare the #2 out of you.,2014-04-17,87.0,0,0,18.428909,5.4,346
Topaz,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!,1969-12-18,143.0,4000000,6000000,5.975604,6.1,77
Let's Go to Prison,Welcome to the slammer,2006-11-17,84.0,4000000,4630045,4.598409999999999,5.5,69
Four Rooms,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",1995-12-09,98.0,4000000,4300000,22.87623,6.5,530
The Real Cancun,,2003-04-23,96.0,0,0,0.45648500000000003,3.3,8
Waiting for Guffman,There's a good reason some talent remains undiscovered.,1996-01-31,84.0,0,0,4.348416,7.3,63
Red State,Fear God.,2011-08-19,88.0,4000000,1104682,12.062371,5.9,316
Mirrormask,The Other Side of Reason. The Other Side of Fate. The Other Side of Truth.,2005-01-25,101.0,4000000,866999,7.7581880000000005,6.6,102
Samsara,,2011-09-16,102.0,4000000,0,12.781972999999999,8.0,167
The Barbarians,Warriors. Conquerors. Heroes.,1987-03-01,87.0,0,0,1.631993,5.1,8
The Art of Getting By,The toughest lesson is love.,2011-06-17,83.0,0,1406224,12.690224,6.5,415
The Loss of Sexual Innocence,,1999-04-29,106.0,4000000,0,2.866934,5.2,9
Joe,,2014-04-11,118.0,4000000,2365467,22.987897,6.5,338
Shooting Fish,Fat cats are too easy. Go for the big fish.,1997-08-22,109.0,3000000,302204,1.204941,7.0,23
The Big Tease,He saw. He combed. He conquered.,1999-01-01,87.0,0,0,0.502396,5.8,6
"Guten Tag, Ramón",,2013-10-18,119.0,4000000,0,1.771584,8.1,18
Adore,,2013-04-03,100.0,16000000,318982,18.790221,6.1,291
The Velocity of Gary,*(Not His Real Name),1999-07-16,100.0,4000000,0,0.409089,4.2,5
Stake Land,The Most Dangerous Thing Is To Be Alive.,2010-09-30,98.0,650000,33245,12.496261,6.2,285
Futuro Beach,A hero split in half.,2014-05-01,106.0,0,0,2.611364,6.4,31
Another Happy Day,"At this wedding, the F-word stands for Family",2011-11-18,119.0,4000000,355688,3.238466,6.2,37
Hell's Angels,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,1930-11-15,127.0,3950000,8000000,8.484123,6.1,19
The Helpers,Can we help you?,2012-10-27,78.0,4000000,0,1.390659,4.1,8
How to Fall in Love,,2012-07-21,0.0,4000000,0,1.923514,5.2,20
Network,Not since the dawn of time has America experienced a man like Howard Beale!,1976-11-01,121.0,3800000,23689877,17.234745,7.7,381
Desert Dancer,Be Brave. Be Bold. Be Free.,2014-07-03,98.0,0,0,1.972668,6.5,18
Major Dundee,,1965-04-07,123.0,3800000,14873,3.490215,6.2,38
The House of Sand,,2005-05-13,115.0,0,0,0.389471,6.7,9
Defendor,An unexpected hero will rise.,2009-09-12,101.0,3500000,44462,8.45342,6.5,195
The History Boys,History. It's just one bloody thing after another.,2006-10-02,109.0,4000000,13401952,3.7716519999999996,6.6,66
Chain of Command,"When duty calls, plans change",2015-08-30,88.0,5000000,0,1.398981,5.3,11
The Ballad of Cable Hogue,,1970-05-13,121.0,3716946,5000000,2.676535,6.9,47
In Cold Blood,,1967-12-14,134.0,3500000,13007551,7.821438000000001,7.4,82
The Witch,Evil takes many forms.,2016-02-19,92.0,3500000,40423945,50.319662,6.3,1434
The Secret in Their Eyes,,2009-08-13,129.0,2000000,33965843,25.894064999999998,7.8,626
Train,You're in for a hell of a ride.,2008-10-16,94.0,0,0,3.2800809999999996,4.8,36
Pootie Tang,Too cool for words.,2001-06-29,81.0,0,0,3.115754,5.4,43
Ira & Abby,"First comes love, then comes marriage, then comes therapy.",2006-01-01,104.0,0,0,0.595136,5.8,9
Winter Passing,Sometimes you go looking for something you want. . . and find what you need.,2006-02-07,98.0,3500000,113783,3.643608,6.7,28
The Masked Saint,,2016-01-08,111.0,0,0,0.909067,2.9,7
The Secret,,2016-04-29,200.0,0,0,0.042345999999999995,0.0,0
Wicked Blood,The Ultimate Endgame,2014-03-04,92.0,3500000,0,3.158056,5.3,37
Stranded,Revenge comes at a price.,2015-06-05,86.0,0,0,3.230779,5.0,11
High Anxiety,The Master of Comedy takes on The Master of Suspense!,1977-12-25,94.0,3400000,31063038,5.690619,6.5,84
March of the Penguins,"In the harshest place on Earth, love finds a way.",2005-01-26,80.0,8000000,127392239,17.537154,6.9,358
Choke,From the author of Fight Club,2008-09-26,92.0,3000000,3830137,11.637458,6.0,127
City of God,"If you run you're dead... if you stay, you're dead again. Period.",2002-02-05,130.0,3300000,30641770,44.356711,8.1,1814
Human Traffic,The Weekend has Landed!,1999-06-04,99.0,600000,4000000,4.859873,6.8,97
To Write Love on Her Arms,Based on the True Story that started a Global Movement.,2015-03-13,118.0,3400000,0,6.723057000000001,6.8,47
The Dead Girl,One life ends. Seven others begin.,2006-11-07,85.0,0,0,3.069605,6.4,66
A Christmas Story,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",1983-11-18,94.0,0,19294144,15.128316,7.4,344
Bella,One person can change your life forever,2006-09-09,91.0,0,0,1.814802,6.7,37
Class of 1984,Class of 1984. Is this the future?,1982-08-20,98.0,4300000,0,5.643023,6.2,66
The Opposite Sex,"A battle of the sexes, winner takes all.",2014-11-08,96.0,3300000,45000,2.964785,4.1,9
Dreaming of Joseph Lees,,1999-10-29,92.0,2000000,7,0.11615,8.0,1
The Class,The dynamics of a multicultural class and its teacher will enlighten.,2008-09-24,128.0,0,28814580,13.437038000000001,6.8,174
Rosemary's Baby,Pray for Rosemary's Baby,1968-06-12,136.0,3200000,33395426,26.180367,7.5,863
The Man Who Shot Liberty Valance,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,1962-04-22,123.0,3200000,8000000,11.735287,7.4,265
Adam,A story about two strangers. One a little stranger than the other...,2009-07-29,99.0,0,2277396,8.308442,6.9,150
Feast,,2005-10-14,95.0,0,658573,8.825113,6.1,160
Animal House,It was the Deltas against the rules... the rules lost!,1978-07-27,109.0,2700000,141000000,17.332585,7.0,418
Goldfinger,Everything he touches turns into excitement!,1964-09-17,110.0,2500000,124881062,47.812466,7.2,987
Trainspotting,Choose life.,1996-02-23,93.0,4000000,16491080,63.513324,7.8,2655
The Original Kings of Comedy,We Got Jokes,2000-08-18,115.0,0,0,1.918959,6.3,15
Waking Ned,How far would you go to win a fortune!,1998-09-15,91.0,0,0,5.735912,7.4,54
Coming Home,,2014-05-16,111.0,0,0,6.017273,6.9,49
The Purge,"One night a year, all crime is legal.",2013-05-31,86.0,3000000,89328627,54.40303299999999,6.0,2428
Martin Lawrence Live: Runteldat,,2002-08-01,113.0,3000000,19184015,0.29522600000000004,5.0,1
Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,2000-07-08,93.0,16000000,68411275,9.18885,5.9,137
Spaced Invaders,,1990-04-27,100.0,3000000,15369573,1.586598,4.7,25
Family Plot,There’s no body in the family plot.,1976-04-09,121.0,2000000,7900000,3.8328580000000003,6.7,86
The Apartment,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",1960-06-15,125.0,3000000,25000000,22.889294,8.1,483
Jason Goes to Hell: The Final Friday,Evil has finally found a home.,1993-08-13,87.0,3000000,15938065,10.341982000000002,4.2,193
Torn Curtain,It tears you apart with suspense!,1966-07-13,128.0,3000000,13000000,7.924982000000001,6.4,120
Krush Groove,It's chillin'!,1985-10-25,97.0,3000000,0,0.720091,7.0,11
Next Day Air,,2009-02-06,84.0,0,0,2.747402,5.3,36
Judgment at Nuremberg,The event the world will never forget,1961-12-01,186.0,3000000,10000000,13.338539,7.6,155
Red River,Big as the men who faced this challenge! Bold as the women who loved them!,1948-08-26,133.0,3000000,9012000,5.3448150000000005,7.3,82
Before Midnight,Everything's better with maturity.,2013-04-05,108.0,3000000,11176469,23.299907,7.4,568
Real Women Have Curves,,2002-01-01,86.0,0,0,1.026243,5.8,19
Water,,2005-09-08,115.0,0,10422387,2.787375,6.8,34
Whipped,Never underestimate the power of a woman.,2000-09-01,82.0,3000000,0,2.144354,3.1,11
Kama Sutra - A Tale of Love,,1996-09-11,117.0,3000000,4109095,3.937939,5.7,35
Willy Wonka & the Chocolate Factory,It's Scrumdiddlyumptious!,1971-06-29,100.0,3000000,4000000,23.981601,7.4,798
Warlock: The Armageddon,,1993-05-01,98.0,0,0,3.107149,5.2,38
8 Heads in a Duffel Bag,A mindless comedy.,1997-04-18,95.0,0,0,5.016607,5.4,39
Jawbreaker,Suck it and see...,1999-01-30,87.0,3000000,3076820,4.337685,5.9,90
Basquiat,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",1996-08-09,108.0,2962051,3011195,3.6366339999999995,6.6,94
Tsotsi,In this world... Redemption comes just once.,2005-08-18,94.0,3000000,9879971,2.504169,6.9,94
Happiness,Finding happiness can be a tragic comedy.,1998-10-16,139.0,3000000,2807390,10.757539,7.4,194
DysFunktional Family,,2003-04-04,89.0,0,0,1.580027,6.1,4
Oldboy,"15 years of imprisonment, five days of vengeance",2003-01-01,120.0,3000000,14980005,56.763490000000004,8.0,1945
Letters to God,,2010-04-09,110.0,0,0,3.6448720000000003,6.5,37
Hobo with a Shotgun,"Delivering justice, one shell at a time...",2011-05-06,86.0,3000000,748453,16.900433,5.7,211
Compadres,,2016-03-31,101.0,3000000,0,1.569246,5.2,17
Brave New Girl,,2004-04-25,120.0,0,0,0.18094000000000002,3.7,3
Summer Storm,,2004-09-02,98.0,2700000,0,3.120747,6.7,59
The Divide,The lucky ones died in the blast,2011-03-13,112.0,3000000,22000,11.882563000000001,5.7,197
The Eclipse,If there is life after death - love lives on,2009-04-24,88.0,0,0,9.342464999999999,6.1,15
My Big Fat Independent Movie,The lowbrow comedy for the highbrow crowd.,2005-03-04,80.0,0,0,0.6882199999999999,3.0,5
The Deported,,2010-06-15,90.0,0,0,0.194848,0.0,0
They Came Together,He came...She came...They both came,2014-06-27,84.0,0,0,12.036888000000001,5.3,171
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Based on true events... that may not have happened,2013-01-14,80.0,0,0,1.737032,2.9,28
Never Back Down 2: The Beatdown,,2011-09-13,90.0,3000000,0,9.249229,5.8,136
Chicago Overcoat,The glory days are back,2009-10-10,95.0,3200000,0,1.034844,6.1,5
Central Station,He was looking for the father he never knew. She was looking for a second chance.,1998-01-16,113.0,2900000,5596708,5.928937,7.6,126
Pocketful of Miracles,You have to see it to believe it!,1961-12-18,136.0,2900000,5000000,3.370225,7.3,25
Amnesiac,What he can't remember is killing him.,2015-08-14,90.0,3000000,0,3.0778849999999998,4.1,52
Freakonomics,Things you always thought you knew but didn't,2010-10-01,93.0,3000000,103735,1.7814619999999999,6.6,36
Hustle & Flow,The music will inspire them. The dream will unite them. This summer get crunk.,2005-07-22,116.0,8000000,23563727,6.39503,6.9,99
Some Like It Hot,The movie too HOT for words!,1959-03-18,122.0,2883848,25000000,39.30982,8.0,808
The Wizard of Oz,"We're off to see the Wizard, the wonderful Wizard of Oz!",1939-08-15,102.0,2777000,33754967,67.417542,7.4,1642
Lage Raho Munna Bhai,They're back... and they're not alone!,2006-01-01,144.0,0,0,2.436019,7.6,44
Ulee's Gold,,1997-06-13,112.0,0,0,0.9339200000000001,6.5,19
The Black Stallion,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before…",1979-10-17,118.0,2700000,37799643,11.35972,7.0,59
Journey to Saturn,,2008-09-26,90.0,0,0,1.7766240000000002,4.9,10
Donovan's Reef,Gangway...For This Years BIG Adventure!,1963-06-12,109.0,2686000,6600000,1.8972630000000001,6.0,30
A Guy Named Joe,A GUY - A GAL - A PAL - It's Swell!,1944-03-01,120.0,2627000,5363000,0.5314439999999999,6.0,8
Blazing Saddles,Never give a saga an even break!,1974-02-07,93.0,2600000,119500000,22.793929000000002,7.2,609
Friday the 13th: The Final Chapter,"Jason's Back, and this is the one you've been screaming for.",1984-04-13,91.0,2600000,32980880,14.013414000000001,5.9,237
Ida,,2013-10-25,80.0,2159280,10700000,13.265432,7.1,260
Beer League,No Gut... No Glory.,2006-09-15,86.0,0,0,1.73892,5.3,22
Timber Falls,,2007-12-07,97.0,2600000,0,3.6875739999999997,5.2,38
Singin' in the Rain,What a Glorious Feeling!,1952-04-10,103.0,2540800,7200000,36.556954,7.8,727
"Fat, Sick & Nearly Dead","FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.",2010-04-16,97.0,0,0,0.545825,7.1,47
A Haunted House,This $*%! ain't paranormal.,2013-01-11,86.0,2500000,60141683,18.661541,5.4,516
Hud,The man with the barbed-wire soul.,1963-05-29,112.0,2500000,10000000,6.82919,7.5,66
Saving Face,"A romantic comedy about right, wrong and everything in between.",2004-09-12,91.0,0,0,2.4872549999999998,6.8,32
The Spectacular Now,From the Writers of (500) Days of Summer,2013-08-02,95.0,2500000,6854611,25.722747000000002,6.8,1048
Religulous,Heaven help us.,2008-10-01,101.0,0,0,9.774125999999999,7.2,197
Valley of the Heart's Delight,The roar of the mob drowned out the truth.,2006-04-24,100.0,0,0,0.142255,7.0,1
Eye of the Dolphin,She found her voice in the ocean... And within herself.,2007-08-24,100.0,2500000,71904,0.30188400000000004,7.1,7
8: The Mormon Proposition,Equality for some.,2010-01-01,80.0,0,0,0.424957,5.5,6
Christmas Mail,,2010-12-01,89.0,0,0,0.6302260000000001,5.0,15
Antibirth,,2016-09-02,94.0,35000000,0,3.674294,4.8,40
Thr3e,,2006-12-01,101.0,0,0,1.9467150000000002,4.8,21
Idiocracy,"In the future, intelligence is extinct.",2006-09-01,84.0,30000000,495303,27.940093,6.3,664
The Rise of the Krays,Brutal. Notorious. Legendary,2015-08-29,110.0,2500000,0,1.7595060000000002,4.5,19
U.F.O.,Try to remain calm,2012-12-14,101.0,2500000,0,8.248149,3.1,47
Bathing Beauty,M.G.M's Mammoth Technicolor Musical Spectacle!,1944-07-01,101.0,2361000,6892000,0.628051,7.0,4
Show Boat,It's NEW!,1951-07-13,107.0,2300000,11000000,1.606314,6.9,18
Redemption Road,,2011-08-26,91.0,0,0,0.19726400000000002,4.7,6
The Calling,Pray for the Prey,2014-08-05,108.0,0,0,5.759493,5.6,88
Fantasia,The most sensational sound you'll ever see!,1940-11-13,124.0,2280000,83320000,32.875469,7.2,808
Friday the 13th Part III,There's nowhere to hide. We dare you to try.,1982-08-13,95.0,4000000,36690067,14.206525,5.7,254
The Last Sin Eater,,2007-02-09,117.0,0,0,2.371477,6.2,11
Impact Point,,2008-06-13,90.0,0,0,1.532518,5.7,5
Eden,Survive at any cost.,2015-10-22,97.0,2300000,0,2.713171,5.6,19
Jack Brooks: Monster Slayer,...I used to be a plumber,2007-10-09,85.0,0,0,2.6598040000000003,5.7,59
Elling,,2001-03-16,89.0,0,0,2.5263560000000003,7.0,51
Lies in Plain Sight,,2010-10-03,88.0,0,0,0.47908999999999996,4.5,4
Sharkskin,,2015-01-01,0.0,0,0,0.027801,0.0,0
Containment,No water. No power. No explanation. No escape.,2015-07-09,77.0,0,0,2.122451,5.1,36
The Toxic Avenger Part II,,1989-02-24,96.0,0,0,1.7913310000000002,5.3,39
Sleeper,Woody Allen takes a nostalgic look at the future.,1973-12-17,89.0,2000000,18344729,10.664202000000001,7.0,200
It Follows,"It doesn't think, it doesn't feel, it doesn't give up",2015-02-04,100.0,2000000,14674076,100.87679399999999,6.6,1832
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,,1972-08-06,88.0,2000000,18016290,13.223111,6.6,215
To Kill a Mockingbird,,1962-12-25,129.0,2000000,13129846,22.139842,8.0,657
The Legend of Drunken Master,He's got a secret weapon with a lot of kick.,1994-02-03,102.0,0,0,15.046612,7.2,242
Boys Don't Cry,A true story about finding the courage to be yourself.,1999-09-02,118.0,2000000,11540607,15.557144000000001,7.2,353
Silent House,"Experience 88 minutes of real fear, captured In real time",2011-01-21,85.0,2000000,13101672,11.666319999999999,5.2,125
Courageous,Honor Begins at Home.,2011-09-30,129.0,1000000,34522221,5.961119,6.8,77
The Hustler,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,1961-09-25,134.0,2000000,7600000,17.639478,7.6,240
Boom Town,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !,1940-08-30,119.0,2000000,9172000,1.867004,6.5,8
Smoke Signals,,1998-01-16,89.0,0,0,2.304552,6.6,24
American Splendor,Ordinary life is pretty complex stuff,2003-08-15,101.0,0,6003587,7.792851,7.1,120
Before Sunset,What if you had a second chance with the one that got away?,2004-02-10,80.0,2700000,15992615,14.799323000000001,7.6,718
Amores perros,Love. Betrayal. Death.,2000-06-16,154.0,2000000,20908467,23.281616,7.6,521
Thirteen,It's happening so fast.,2003-08-20,100.0,2000000,4601043,20.331592999999998,6.7,339
Alexander's Ragtime Band,An American Cavalcade!,1938-05-24,106.0,2000000,4000000,0.48397399999999996,4.8,6
We Are Your Friends,The world is yours.,2015-08-26,96.0,6000000,11122090,28.819423999999998,6.3,658
Ghost Dog: The Way of the Samurai,All assassins live beyond the law … only one follows the code,1999-09-13,116.0,0,0,18.223139,7.2,298
Captive,Faith. Redemption. Survival.,2015-09-17,97.0,2000000,2801508,6.7288820000000005,5.6,92
Witchboard,It's more than just a game.,1986-12-31,98.0,0,0,7.151153999999999,5.9,58
Waltz with Bashir,,2008-06-25,90.0,2000000,11125849,14.082510000000001,7.8,291
No End in Sight,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,2007-07-27,102.0,2000000,1431623,2.2837959999999997,7.2,23
